provinsi,kota_kabupaten,kecamatan,kelurahan_desa,latitude,longitude,waktu_lokal,suhu_celcius,kelembapan_persen,curah_hujan_mm,kondisi_cuaca,kecepatan_angin_kmh,kategori_wilayah,label_banjir
Sulawesi Selatan,Maros,Tompobulu,Tompobulu,-5.1366865648,119.6987613201,2026-04-02 12:00:00,28,89,1.3,Hujan Ringan,7.4,Maros - Tanralili,1
Sulawesi Selatan,Maros,Tompobulu,Tompobulu,-5.1366865648,119.6987613201,2026-04-02 15:00:00,27,94,1.3,Hujan Ringan,7.4,Maros - Tanralili,1
Sulawesi Selatan,Maros,Tompobulu,Tompobulu,-5.1366865648,119.6987613201,2026-04-02 18:00:00,24,98,1.3,Hujan Ringan,0.3,Maros - Tanralili,1
Sulawesi Selatan,Maros,Tompobulu,Tompobulu,-5.1366865648,119.6987613201,2026-04-02 21:00:00,23,95,0.0,Berawan,0.3,Maros - Tanralili,1
Sumatera Barat,Kepulauan Mentawai,Sipora Selatan,Bosua,-2.3479164995,99.8238922226,2026-03-31 17:00:00,28,77,0.4,Berawan,7.6,Padang Pariaman - Lubuk Alung,1
Sumatera Barat,Kepulauan Mentawai,Sipora Selatan,Bosua,-2.3479164995,99.8238922226,2026-03-31 20:00:00,26,86,1.1,Hujan Ringan,8.4,Padang Pariaman - Lubuk Alung,1
Sumatera Barat,Kepulauan Mentawai,Sipora Selatan,Bosua,-2.3479164995,99.8238922226,2026-03-31 23:00:00,27,83,0.1,Berawan,6.0,Padang Pariaman - Lubuk Alung,1
Sumatera Barat,Kepulauan Mentawai,Sipora Selatan,Bosua,-2.3479164995,99.8238922226,2026-04-01 02:00:00,27,82,0.4,Berawan,8.8,Padang Pariaman - Lubuk Alung,1
Sumatera Barat,Kepulauan Mentawai,Sipora Selatan,Bosua,-2.3479164995,99.8238922226,2026-04-01 05:00:00,26,85,0.8,Berawan,3.9,Padang Pariaman - Lubuk Alung,1
Sumatera Barat,Kepulauan Mentawai,Sipora Selatan,Bosua,-2.3479164995,99.8238922226,2026-04-01 08:00:00,27,84,0.7,Berawan,4.8,Padang Pariaman - Lubuk Alung,1
Sumatera Barat,Kepulauan Mentawai,Sipora Selatan,Bosua,-2.3479164995,99.8238922226,2026-04-01 11:00:00,27,83,0.1,Berawan,2.7,Padang Pariaman - Lubuk Alung,1
Sumatera Barat,Kepulauan Mentawai,Sipora Selatan,Bosua,-2.3479164995,99.8238922226,2026-04-01 14:00:00,27,81,1.7,Hujan Ringan,10.1,Padang Pariaman - Lubuk Alung,1
Sumatera Barat,Kepulauan Mentawai,Sipora Selatan,Bosua,-2.3479164995,99.8238922226,2026-04-01 17:00:00,27,83,0.1,Petir,4.2,Padang Pariaman - Lubuk Alung,1
Sumatera Barat,Kepulauan Mentawai,Sipora Selatan,Bosua,-2.3479164995,99.8238922226,2026-04-01 20:00:00,27,84,0.3,Berawan,4.6,Padang Pariaman - Lubuk Alung,1
Sumatera Barat,Kepulauan Mentawai,Sipora Selatan,Bosua,-2.3479164995,99.8238922226,2026-04-01 23:00:00,27,82,0.1,Berawan,6.4,Padang Pariaman - Lubuk Alung,1
Sumatera Barat,Kepulauan Mentawai,Sipora Selatan,Bosua,-2.3479164995,99.8238922226,2026-04-02 02:00:00,27,82,0.0,Berawan,7.3,Padang Pariaman - Lubuk Alung,1
Sumatera Barat,Kepulauan Mentawai,Sipora Selatan,Bosua,-2.3479164995,99.8238922226,2026-04-02 05:00:00,28,81,0.0,Berawan,11.5,Padang Pariaman - Lubuk Alung,1
Sumatera Barat,Kepulauan Mentawai,Sipora Selatan,Bosua,-2.3479164995,99.8238922226,2026-04-02 08:00:00,28,80,0.0,Cerah,11.5,Padang Pariaman - Lubuk Alung,1
Sumatera Barat,Kepulauan Mentawai,Sipora Selatan,Bosua,-2.3479164995,99.8238922226,2026-04-02 11:00:00,29,75,0.0,Berawan,4.1,Padang Pariaman - Lubuk Alung,1
Sumatera Barat,Kepulauan Mentawai,Sipora Selatan,Bosua,-2.3479164995,99.8238922226,2026-04-02 14:00:00,29,73,0.1,Cerah Berawan,4.1,Padang Pariaman - Lubuk Alung,1
Sumatera Barat,Kepulauan Mentawai,Sipora Selatan,Bosua,-2.3479164995,99.8238922226,2026-04-02 17:00:00,29,75,0.1,Berawan,10.4,Padang Pariaman - Lubuk Alung,1
Sumatera Barat,Kepulauan Mentawai,Sipora Selatan,Bosua,-2.3479164995,99.8238922226,2026-04-02 20:00:00,28,79,0.3,Berawan,10.4,Padang Pariaman - Lubuk Alung,1
Sumatera Barat,Kepulauan Mentawai,Sipora Selatan,Bosua,-2.3479164995,99.8238922226,2026-04-02 23:00:00,28,83,0.3,Berawan,2.3,Padang Pariaman - Lubuk Alung,1
Jawa Barat,Sukabumi,Pabuaran,Pabuaran,-7.213835231,106.8291636112,2026-03-31 17:00:00,23,96,1.4,Hujan Ringan,1.5,Sukabumi - Cisolok,1
Jawa Barat,Sukabumi,Pabuaran,Pabuaran,-7.213835231,106.8291636112,2026-03-31 20:00:00,23,95,0.0,Berawan,1.6,Sukabumi - Cisolok,1
Jawa Barat,Sukabumi,Pabuaran,Pabuaran,-7.213835231,106.8291636112,2026-03-31 23:00:00,22,96,0.0,Cerah Berawan,4.2,Sukabumi - Cisolok,1
Jawa Barat,Sukabumi,Pabuaran,Pabuaran,-7.213835231,106.8291636112,2026-04-01 02:00:00,21,94,0.0,Cerah,2.6,Sukabumi - Cisolok,1
Jawa Barat,Sukabumi,Pabuaran,Pabuaran,-7.213835231,106.8291636112,2026-04-01 05:00:00,22,90,0.0,Cerah,1.7,Sukabumi - Cisolok,1
Jawa Barat,Sukabumi,Pabuaran,Pabuaran,-7.213835231,106.8291636112,2026-04-01 08:00:00,26,80,0.0,Cerah,6.9,Sukabumi - Cisolok,1
Jawa Barat,Sukabumi,Pabuaran,Pabuaran,-7.213835231,106.8291636112,2026-04-01 11:00:00,26,82,4.1,Hujan Ringan,15.1,Sukabumi - Cisolok,1
Jawa Barat,Sukabumi,Pabuaran,Pabuaran,-7.213835231,106.8291636112,2026-04-01 14:00:00,24,91,6.6,Hujan Sedang,6.5,Sukabumi - Cisolok,1
Jawa Barat,Sukabumi,Pabuaran,Pabuaran,-7.213835231,106.8291636112,2026-04-01 17:00:00,23,97,1.9,Hujan Ringan,2.4,Sukabumi - Cisolok,1
Jawa Barat,Sukabumi,Pabuaran,Pabuaran,-7.213835231,106.8291636112,2026-04-01 20:00:00,22,96,0.0,Berawan,1.6,Sukabumi - Cisolok,1
Jawa Barat,Sukabumi,Pabuaran,Pabuaran,-7.213835231,106.8291636112,2026-04-01 23:00:00,22,93,0.0,Berawan,1.2,Sukabumi - Cisolok,1
Jawa Barat,Sukabumi,Pabuaran,Pabuaran,-7.213835231,106.8291636112,2026-04-02 02:00:00,22,90,0.0,Cerah,0.5,Sukabumi - Cisolok,1
Jawa Barat,Sukabumi,Pabuaran,Pabuaran,-7.213835231,106.8291636112,2026-04-02 05:00:00,22,90,0.0,Berawan,3.5,Sukabumi - Cisolok,1
Jawa Barat,Sukabumi,Pabuaran,Pabuaran,-7.213835231,106.8291636112,2026-04-02 08:00:00,26,81,1.3,Hujan Ringan,3.5,Sukabumi - Cisolok,1
Jawa Barat,Sukabumi,Pabuaran,Pabuaran,-7.213835231,106.8291636112,2026-04-02 11:00:00,28,76,1.3,Hujan Ringan,12.0,Sukabumi - Cisolok,1
Jawa Barat,Sukabumi,Pabuaran,Pabuaran,-7.213835231,106.8291636112,2026-04-02 14:00:00,25,87,1.3,Hujan Ringan,12.0,Sukabumi - Cisolok,1
Jawa Barat,Sukabumi,Pabuaran,Pabuaran,-7.213835231,106.8291636112,2026-04-02 17:00:00,23,97,1.3,Hujan Ringan,1.8,Sukabumi - Cisolok,1
Jawa Barat,Sukabumi,Pabuaran,Pabuaran,-7.213835231,106.8291636112,2026-04-02 20:00:00,22,97,0.0,Berawan,1.8,Sukabumi - Cisolok,1
Jawa Barat,Sukabumi,Pabuaran,Pabuaran,-7.213835231,106.8291636112,2026-04-02 23:00:00,22,93,0.0,Berawan,1.7,Sukabumi - Cisolok,1
Jawa Barat,Sukabumi,Cicantayan,Cicantayan,-6.9261145559,106.8466875206,2026-03-31 17:00:00,23,92,1.0,Berawan,0.9,Sukabumi - Nyalindung,1
Jawa Barat,Sukabumi,Cicantayan,Cicantayan,-6.9261145559,106.8466875206,2026-03-31 20:00:00,22,94,0.0,Berawan,2.4,Sukabumi - Nyalindung,1
Jawa Barat,Sukabumi,Cicantayan,Cicantayan,-6.9261145559,106.8466875206,2026-03-31 23:00:00,21,94,0.0,Cerah,7.1,Sukabumi - Nyalindung,1
Jawa Barat,Sukabumi,Cicantayan,Cicantayan,-6.9261145559,106.8466875206,2026-04-01 02:00:00,20,94,0.0,Cerah,6.7,Sukabumi - Nyalindung,1
Jawa Barat,Sukabumi,Cicantayan,Cicantayan,-6.9261145559,106.8466875206,2026-04-01 05:00:00,20,92,0.0,Cerah,4.1,Sukabumi - Nyalindung,1
Jawa Barat,Sukabumi,Cicantayan,Cicantayan,-6.9261145559,106.8466875206,2026-04-01 08:00:00,26,75,0.1,Cerah,6.0,Sukabumi - Nyalindung,1
Jawa Barat,Sukabumi,Cicantayan,Cicantayan,-6.9261145559,106.8466875206,2026-04-01 11:00:00,27,71,3.4,Hujan Ringan,19.1,Sukabumi - Nyalindung,1
Jawa Barat,Sukabumi,Cicantayan,Cicantayan,-6.9261145559,106.8466875206,2026-04-01 14:00:00,25,82,5.8,Hujan Sedang,10.5,Sukabumi - Nyalindung,1
Jawa Barat,Sukabumi,Cicantayan,Cicantayan,-6.9261145559,106.8466875206,2026-04-01 17:00:00,22,96,2.3,Hujan Ringan,3.2,Sukabumi - Nyalindung,1
Jawa Barat,Sukabumi,Cicantayan,Cicantayan,-6.9261145559,106.8466875206,2026-04-01 20:00:00,22,94,0.0,Berawan,3.1,Sukabumi - Nyalindung,1
Jawa Barat,Sukabumi,Cicantayan,Cicantayan,-6.9261145559,106.8466875206,2026-04-01 23:00:00,21,94,0.5,Berawan,4.3,Sukabumi - Nyalindung,1
Jawa Barat,Sukabumi,Cicantayan,Cicantayan,-6.9261145559,106.8466875206,2026-04-02 02:00:00,21,97,0.3,Cerah Berawan,0.9,Sukabumi - Nyalindung,1
Jawa Barat,Sukabumi,Cicantayan,Cicantayan,-6.9261145559,106.8466875206,2026-04-02 05:00:00,21,93,0.1,Berawan,5.5,Sukabumi - Nyalindung,1
Jawa Barat,Sukabumi,Cicantayan,Cicantayan,-6.9261145559,106.8466875206,2026-04-02 08:00:00,26,80,1.1,Hujan Ringan,5.5,Sukabumi - Nyalindung,1
Jawa Barat,Sukabumi,Cicantayan,Cicantayan,-6.9261145559,106.8466875206,2026-04-02 11:00:00,28,68,1.1,Hujan Ringan,10.6,Sukabumi - Nyalindung,1
Jawa Barat,Sukabumi,Cicantayan,Cicantayan,-6.9261145559,106.8466875206,2026-04-02 14:00:00,26,79,1.3,Hujan Ringan,10.6,Sukabumi - Nyalindung,1
Jawa Barat,Sukabumi,Cicantayan,Cicantayan,-6.9261145559,106.8466875206,2026-04-02 17:00:00,23,95,1.3,Hujan Ringan,0.3,Sukabumi - Nyalindung,1
Jawa Barat,Sukabumi,Cicantayan,Cicantayan,-6.9261145559,106.8466875206,2026-04-02 20:00:00,22,93,0.0,Berawan,0.3,Sukabumi - Nyalindung,1
Jawa Barat,Sukabumi,Cicantayan,Cicantayan,-6.9261145559,106.8466875206,2026-04-02 23:00:00,21,94,0.0,Berawan,3.7,Sukabumi - Nyalindung,1
Sumatera Utara,Pakpak Bharat,Siempat Rube,Siempat Rube Ii,2.5595239838,98.3557283352,2026-03-31 17:00:00,20,97,3.8,Hujan Ringan,3.3,Tapanuli Tengah - Barus,1
Sumatera Utara,Pakpak Bharat,Siempat Rube,Siempat Rube Ii,2.5595239838,98.3557283352,2026-03-31 20:00:00,19,96,0.0,Berawan,3.4,Tapanuli Tengah - Barus,1
Sumatera Utara,Pakpak Bharat,Siempat Rube,Siempat Rube Ii,2.5595239838,98.3557283352,2026-03-31 23:00:00,18,94,0.1,Berawan,2.4,Tapanuli Tengah - Barus,1
Sumatera Utara,Pakpak Bharat,Siempat Rube,Siempat Rube Ii,2.5595239838,98.3557283352,2026-04-01 02:00:00,17,97,0.0,Berawan,2.4,Tapanuli Tengah - Barus,1
Sumatera Utara,Pakpak Bharat,Siempat Rube,Siempat Rube Ii,2.5595239838,98.3557283352,2026-04-01 05:00:00,17,96,0.0,Berawan,5.0,Tapanuli Tengah - Barus,1
Sumatera Utara,Pakpak Bharat,Siempat Rube,Siempat Rube Ii,2.5595239838,98.3557283352,2026-04-01 08:00:00,22,89,0.0,Cerah,0.9,Tapanuli Tengah - Barus,1
Sumatera Utara,Pakpak Bharat,Siempat Rube,Siempat Rube Ii,2.5595239838,98.3557283352,2026-04-01 11:00:00,23,84,0.0,Berawan,5.7,Tapanuli Tengah - Barus,1
Sumatera Utara,Pakpak Bharat,Siempat Rube,Siempat Rube Ii,2.5595239838,98.3557283352,2026-04-01 14:00:00,21,89,0.4,Berawan,5.2,Tapanuli Tengah - Barus,1
Sumatera Utara,Pakpak Bharat,Siempat Rube,Siempat Rube Ii,2.5595239838,98.3557283352,2026-04-01 17:00:00,20,96,0.2,Berawan,4.5,Tapanuli Tengah - Barus,1
Sumatera Utara,Pakpak Bharat,Siempat Rube,Siempat Rube Ii,2.5595239838,98.3557283352,2026-04-01 20:00:00,19,96,0.0,Berawan,3.7,Tapanuli Tengah - Barus,1
Sumatera Utara,Pakpak Bharat,Siempat Rube,Siempat Rube Ii,2.5595239838,98.3557283352,2026-04-01 23:00:00,18,96,0.0,Berawan,2.3,Tapanuli Tengah - Barus,1
Sumatera Utara,Pakpak Bharat,Siempat Rube,Siempat Rube Ii,2.5595239838,98.3557283352,2026-04-02 02:00:00,17,98,0.0,Cerah Berawan,3.9,Tapanuli Tengah - Barus,1
Sumatera Utara,Pakpak Bharat,Siempat Rube,Siempat Rube Ii,2.5595239838,98.3557283352,2026-04-02 05:00:00,16,98,0.0,Cerah,4.1,Tapanuli Tengah - Barus,1
Sumatera Utara,Pakpak Bharat,Siempat Rube,Siempat Rube Ii,2.5595239838,98.3557283352,2026-04-02 08:00:00,22,84,1.2,Hujan Ringan,4.1,Tapanuli Tengah - Barus,1
Sumatera Utara,Pakpak Bharat,Siempat Rube,Siempat Rube Ii,2.5595239838,98.3557283352,2026-04-02 11:00:00,25,68,1.2,Hujan Ringan,3.2,Tapanuli Tengah - Barus,1
Sumatera Utara,Pakpak Bharat,Siempat Rube,Siempat Rube Ii,2.5595239838,98.3557283352,2026-04-02 14:00:00,22,88,1.9,Hujan Ringan,3.2,Tapanuli Tengah - Barus,1
Sumatera Utara,Pakpak Bharat,Siempat Rube,Siempat Rube Ii,2.5595239838,98.3557283352,2026-04-02 17:00:00,21,97,1.9,Hujan Ringan,1.7,Tapanuli Tengah - Barus,1
Sumatera Utara,Pakpak Bharat,Siempat Rube,Siempat Rube Ii,2.5595239838,98.3557283352,2026-04-02 20:00:00,19,99,0.1,Udara Kabur,1.7,Tapanuli Tengah - Barus,1
Sumatera Utara,Pakpak Bharat,Siempat Rube,Siempat Rube Ii,2.5595239838,98.3557283352,2026-04-02 23:00:00,18,99,0.1,Udara Kabur,5.7,Tapanuli Tengah - Barus,1
Sumatera Utara,Pakpak Bharat,Salak,Salak I,2.5517105591,98.320956184,2026-03-31 17:00:00,20,97,3.7,Hujan Ringan,3.0,Tapanuli Tengah - Pinangsori,1
Sumatera Utara,Pakpak Bharat,Salak,Salak I,2.5517105591,98.320956184,2026-03-31 20:00:00,19,95,0.0,Berawan,1.6,Tapanuli Tengah - Pinangsori,1
Sumatera Utara,Pakpak Bharat,Salak,Salak I,2.5517105591,98.320956184,2026-03-31 23:00:00,19,94,0.1,Berawan,0.7,Tapanuli Tengah - Pinangsori,1
Sumatera Utara,Pakpak Bharat,Salak,Salak I,2.5517105591,98.320956184,2026-04-01 02:00:00,18,97,0.0,Berawan,0.7,Tapanuli Tengah - Pinangsori,1
Sumatera Utara,Pakpak Bharat,Salak,Salak I,2.5517105591,98.320956184,2026-04-01 05:00:00,18,95,0.0,Berawan,3.5,Tapanuli Tengah - Pinangsori,1
Sumatera Utara,Pakpak Bharat,Salak,Salak I,2.5517105591,98.320956184,2026-04-01 08:00:00,22,88,0.0,Cerah,2.4,Tapanuli Tengah - Pinangsori,1
Sumatera Utara,Pakpak Bharat,Salak,Salak I,2.5517105591,98.320956184,2026-04-01 11:00:00,23,85,1.1,Hujan Ringan,4.1,Tapanuli Tengah - Pinangsori,1
Sumatera Utara,Pakpak Bharat,Salak,Salak I,2.5517105591,98.320956184,2026-04-01 14:00:00,22,91,0.3,Berawan,3.3,Tapanuli Tengah - Pinangsori,1
Sumatera Utara,Pakpak Bharat,Salak,Salak I,2.5517105591,98.320956184,2026-04-01 17:00:00,21,97,0.2,Berawan,2.6,Tapanuli Tengah - Pinangsori,1
Sumatera Utara,Pakpak Bharat,Salak,Salak I,2.5517105591,98.320956184,2026-04-01 20:00:00,20,96,0.0,Berawan,3.5,Tapanuli Tengah - Pinangsori,1
Sumatera Utara,Pakpak Bharat,Salak,Salak I,2.5517105591,98.320956184,2026-04-01 23:00:00,18,95,0.0,Berawan,1.3,Tapanuli Tengah - Pinangsori,1
Sumatera Utara,Pakpak Bharat,Salak,Salak I,2.5517105591,98.320956184,2026-04-02 02:00:00,17,98,0.0,Cerah Berawan,1.2,Tapanuli Tengah - Pinangsori,1
Sumatera Utara,Pakpak Bharat,Salak,Salak I,2.5517105591,98.320956184,2026-04-02 05:00:00,17,97,0.0,Cerah,4.5,Tapanuli Tengah - Pinangsori,1
Sumatera Utara,Pakpak Bharat,Salak,Salak I,2.5517105591,98.320956184,2026-04-02 08:00:00,23,85,1.2,Hujan Ringan,4.5,Tapanuli Tengah - Pinangsori,1
Sumatera Utara,Pakpak Bharat,Salak,Salak I,2.5517105591,98.320956184,2026-04-02 11:00:00,26,69,1.2,Hujan Ringan,8.3,Tapanuli Tengah - Pinangsori,1
Sumatera Utara,Pakpak Bharat,Salak,Salak I,2.5517105591,98.320956184,2026-04-02 14:00:00,22,90,1.9,Hujan Ringan,8.3,Tapanuli Tengah - Pinangsori,1
Sumatera Utara,Pakpak Bharat,Salak,Salak I,2.5517105591,98.320956184,2026-04-02 17:00:00,21,97,1.9,Hujan Ringan,3.0,Tapanuli Tengah - Pinangsori,1
Sumatera Utara,Pakpak Bharat,Salak,Salak I,2.5517105591,98.320956184,2026-04-02 20:00:00,20,99,0.2,Udara Kabur,3.0,Tapanuli Tengah - Pinangsori,1
Sumatera Utara,Pakpak Bharat,Salak,Salak I,2.5517105591,98.320956184,2026-04-02 23:00:00,19,98,0.2,Udara Kabur,4.3,Tapanuli Tengah - Pinangsori,1
Jawa Barat,Tasikmalaya,Karangjaya,Sirnajaya,-7.4581062408,108.4057198752,2026-03-31 17:00:00,24,93,0.5,Berawan,1.6,Tasikmalaya - Cipatujah,1
Jawa Barat,Tasikmalaya,Karangjaya,Sirnajaya,-7.4581062408,108.4057198752,2026-03-31 20:00:00,23,93,0.0,Berawan,2.8,Tasikmalaya - Cipatujah,1
Jawa Barat,Tasikmalaya,Karangjaya,Sirnajaya,-7.4581062408,108.4057198752,2026-03-31 23:00:00,22,95,0.0,Cerah,1.8,Tasikmalaya - Cipatujah,1
Jawa Barat,Tasikmalaya,Karangjaya,Sirnajaya,-7.4581062408,108.4057198752,2026-04-01 02:00:00,22,97,0.0,Cerah,1.2,Tasikmalaya - Cipatujah,1
Jawa Barat,Tasikmalaya,Karangjaya,Sirnajaya,-7.4581062408,108.4057198752,2026-04-01 05:00:00,22,96,0.0,Cerah,1.7,Tasikmalaya - Cipatujah,1
Jawa Barat,Tasikmalaya,Karangjaya,Sirnajaya,-7.4581062408,108.4057198752,2026-04-01 08:00:00,26,82,0.0,Cerah,3.9,Tasikmalaya - Cipatujah,1
Jawa Barat,Tasikmalaya,Karangjaya,Sirnajaya,-7.4581062408,108.4057198752,2026-04-01 11:00:00,29,70,3.6,Hujan Ringan,13.7,Tasikmalaya - Cipatujah,1
Jawa Barat,Tasikmalaya,Karangjaya,Sirnajaya,-7.4581062408,108.4057198752,2026-04-01 14:00:00,24,94,6.8,Hujan Sedang,9.3,Tasikmalaya - Cipatujah,1
Jawa Barat,Tasikmalaya,Karangjaya,Sirnajaya,-7.4581062408,108.4057198752,2026-04-01 17:00:00,23,97,0.1,Berawan,2.5,Tasikmalaya - Cipatujah,1
Jawa Barat,Tasikmalaya,Karangjaya,Sirnajaya,-7.4581062408,108.4057198752,2026-04-01 20:00:00,22,99,0.0,Berawan,3.0,Tasikmalaya - Cipatujah,1
Jawa Barat,Tasikmalaya,Karangjaya,Sirnajaya,-7.4581062408,108.4057198752,2026-04-01 23:00:00,22,99,0.0,Berawan,0.8,Tasikmalaya - Cipatujah,1
Jawa Barat,Tasikmalaya,Karangjaya,Sirnajaya,-7.4581062408,108.4057198752,2026-04-02 02:00:00,22,99,0.0,Berawan,1.4,Tasikmalaya - Cipatujah,1
Jawa Barat,Tasikmalaya,Karangjaya,Sirnajaya,-7.4581062408,108.4057198752,2026-04-02 05:00:00,22,98,0.0,Berawan,5.7,Tasikmalaya - Cipatujah,1
Jawa Barat,Tasikmalaya,Karangjaya,Sirnajaya,-7.4581062408,108.4057198752,2026-04-02 08:00:00,25,89,1.1,Hujan Ringan,5.7,Tasikmalaya - Cipatujah,1
Jawa Barat,Tasikmalaya,Karangjaya,Sirnajaya,-7.4581062408,108.4057198752,2026-04-02 11:00:00,28,76,1.1,Hujan Ringan,9.9,Tasikmalaya - Cipatujah,1
Jawa Barat,Tasikmalaya,Karangjaya,Sirnajaya,-7.4581062408,108.4057198752,2026-04-02 14:00:00,25,90,1.6,Hujan Ringan,9.9,Tasikmalaya - Cipatujah,1
Jawa Barat,Tasikmalaya,Karangjaya,Sirnajaya,-7.4581062408,108.4057198752,2026-04-02 17:00:00,23,96,1.6,Hujan Ringan,2.4,Tasikmalaya - Cipatujah,1
Jawa Barat,Tasikmalaya,Karangjaya,Sirnajaya,-7.4581062408,108.4057198752,2026-04-02 20:00:00,22,97,0.0,Berawan,2.4,Tasikmalaya - Cipatujah,1
Jawa Barat,Tasikmalaya,Karangjaya,Sirnajaya,-7.4581062408,108.4057198752,2026-04-02 23:00:00,23,98,0.0,Berawan,1.7,Tasikmalaya - Cipatujah,1
Jawa Barat,Tasikmalaya,Manonjaya,Cihaur,-7.3819687576,108.3280173088,2026-03-31 17:00:00,24,92,0.6,Berawan,2.8,Tasikmalaya - Karangnunggal,1
Jawa Barat,Tasikmalaya,Manonjaya,Cihaur,-7.3819687576,108.3280173088,2026-03-31 20:00:00,23,96,0.0,Berawan,2.5,Tasikmalaya - Karangnunggal,1
Jawa Barat,Tasikmalaya,Manonjaya,Cihaur,-7.3819687576,108.3280173088,2026-03-31 23:00:00,22,98,0.0,Cerah,0.8,Tasikmalaya - Karangnunggal,1
Jawa Barat,Tasikmalaya,Manonjaya,Cihaur,-7.3819687576,108.3280173088,2026-04-01 02:00:00,21,99,0.0,Cerah Berawan,0.5,Tasikmalaya - Karangnunggal,1
Jawa Barat,Tasikmalaya,Manonjaya,Cihaur,-7.3819687576,108.3280173088,2026-04-01 05:00:00,21,99,0.0,Cerah Berawan,1.7,Tasikmalaya - Karangnunggal,1
Jawa Barat,Tasikmalaya,Manonjaya,Cihaur,-7.3819687576,108.3280173088,2026-04-01 08:00:00,27,78,0.0,Cerah,3.8,Tasikmalaya - Karangnunggal,1
Jawa Barat,Tasikmalaya,Manonjaya,Cihaur,-7.3819687576,108.3280173088,2026-04-01 11:00:00,30,65,3.7,Hujan Ringan,19.3,Tasikmalaya - Karangnunggal,1
Jawa Barat,Tasikmalaya,Manonjaya,Cihaur,-7.3819687576,108.3280173088,2026-04-01 14:00:00,24,88,7.5,Hujan Petir,7.8,Tasikmalaya - Karangnunggal,1
Jawa Barat,Tasikmalaya,Manonjaya,Cihaur,-7.3819687576,108.3280173088,2026-04-01 17:00:00,23,98,0.2,Berawan,1.2,Tasikmalaya - Karangnunggal,1
Jawa Barat,Tasikmalaya,Manonjaya,Cihaur,-7.3819687576,108.3280173088,2026-04-01 20:00:00,22,99,0.0,Berawan,2.0,Tasikmalaya - Karangnunggal,1
Jawa Barat,Tasikmalaya,Manonjaya,Cihaur,-7.3819687576,108.3280173088,2026-04-01 23:00:00,22,99,0.0,Berawan,0.5,Tasikmalaya - Karangnunggal,1
Jawa Barat,Tasikmalaya,Manonjaya,Cihaur,-7.3819687576,108.3280173088,2026-04-02 02:00:00,21,99,0.0,Berawan,2.4,Tasikmalaya - Karangnunggal,1
Jawa Barat,Tasikmalaya,Manonjaya,Cihaur,-7.3819687576,108.3280173088,2026-04-02 05:00:00,21,99,0.0,Berawan,1.6,Tasikmalaya - Karangnunggal,1
Jawa Barat,Tasikmalaya,Manonjaya,Cihaur,-7.3819687576,108.3280173088,2026-04-02 08:00:00,26,83,1.1,Hujan Ringan,1.6,Tasikmalaya - Karangnunggal,1
Jawa Barat,Tasikmalaya,Manonjaya,Cihaur,-7.3819687576,108.3280173088,2026-04-02 11:00:00,29,71,1.1,Hujan Ringan,10.2,Tasikmalaya - Karangnunggal,1
Jawa Barat,Tasikmalaya,Manonjaya,Cihaur,-7.3819687576,108.3280173088,2026-04-02 14:00:00,26,83,1.6,Hujan Ringan,10.2,Tasikmalaya - Karangnunggal,1
Jawa Barat,Tasikmalaya,Manonjaya,Cihaur,-7.3819687576,108.3280173088,2026-04-02 17:00:00,24,95,1.6,Hujan Ringan,0.4,Tasikmalaya - Karangnunggal,1
Jawa Barat,Tasikmalaya,Manonjaya,Cihaur,-7.3819687576,108.3280173088,2026-04-02 20:00:00,23,99,0.0,Berawan,0.4,Tasikmalaya - Karangnunggal,1
Jawa Barat,Tasikmalaya,Manonjaya,Cihaur,-7.3819687576,108.3280173088,2026-04-02 23:00:00,23,98,0.0,Berawan,0.3,Tasikmalaya - Karangnunggal,1
